"configuration","problem","model","data_file","status","time","failures","paths","run","intVars","method","randomSeed","backjumps","solveTime","nogoods","flatTime","error","openNodes","evaluatedReifiedConstraints","eliminatedImplications","flatIntVars","nodes","flatIntConstraints","propagators","restarts","trailMem","baseMem","eliminatedLinearConstraints","flatBoolConstraints","flatBoolVars","initTime","evaluatedHalfReifiedConstraints","nSolutions","boolVariables","peakDepth","propagations","peakMem","variables"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-05.dzn","SATISFIED","1.0872767865657806","0","0","sat_appear-cp2025","656","satisfy","-1569444138","0","0.015","0","0.408144","","","1680","272","648","118","2287","3503","0","0.28","0.0","","2056","2470","0.2","180","1","17179","117","9893","0.0","17837"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","SATISFIED","2.7233995385468006","1","0","sat_appear-cp2025","2979","satisfy","412804770","0","0.039","1","1.2142","","","7244","1176","2966","317","10101","15824","0","3.16","0.0","","8221","9774","0.676","1266","1","31319","315","46504","0.0","34300"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-03.dzn","SATISFIED","12.406257022172213","40","0","sat_appear-cp2025","6664","satisfy","780812331","6","0.292","40","5.89382","","","79159","3525","6636","1329","83370","157138","0","2.11","0.0","","55117","87430","3.355","2525","1","115028","1282","727843","0.0","121694"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","SATISFIED","0.7562667019665241","0","0","sat_appear-cp2025","370","satisfy","1563452197","0","0.009","0","0.279267","","","613","141","366","59","977","1357","0","1.41","0.0","","928","1036","0.071","101","1","7773","58","3790","0.0","8145"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","SATISFIED","12.211689364165068","","0","sat_appear-cp2025","","satisfy","","","11.1639","","8.053179","","","5014","","31873","1","52857","","","","","3660","","4675","","27238","1","","","","",""
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","SATISFIED","2.348061468452215","2","0","sat_appear-cp2025","1514","satisfy","-150158763","0","0.032","2","0.89021","","","8726","847","1505","371","9567","16858","0","3.16","0.0","","8360","10997","0.658","476","1","20967","368","52460","0.0","22483"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","SATISFIED","2.7215386666357517","34","0","sat_appear-cp2025","1840","satisfy","1656372059","6","0.051","34","1.03241","","","8974","952","1828","409","10216","17681","0","3.16","0.0","","8743","11349","0.829","630","1","27935","368","118614","0.0","29777"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-06.dzn","SATISFIED","3.206581886857748","64","0","sat_appear-cp2025","2278","satisfy","899366844","0","0.06","64","1.29951","","","12280","1128","2267","484","13907","24434","0","2.11","0.0","","11112","15060","0.927","808","1","29877","419","298092","0.0","32157"
"chuffed_fixed_fixedorderrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-01.dzn","SATISFIED","18.51549368724227","51","0","sat_appear-cp2025","11773","satisfy","-1285294940","0","0.553","51","7.18462","","","81085","4900","11739","1326","91847","166549","0","16.02","0.0","","59705","90952","6.461","5275","1","151517","1274","849042","0.0","163292"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-01.dzn","SATISFIED","26.146428503096104","10","0","sat_appear-cp2025","14069","satisfy","-1250011417","111","1.030999","10","9.99876","","","112960","5880","14034","1655","125777","231074","0","7.12","0.0","","79475","124742","9.028","6330","1","191228","1533","2289274","0.0","205299"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-03.dzn","ERROR","0.20898591354489326","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-03.dzn","SATISFIED","7.869242042303085","7","0","sat_appear-cp2025","4761","satisfy","968536841","0","0.131","7","2.98924","","","33569","2340","4741","778","37085","67233","0","24.03","0.0","","26662","38810","2.701","1845","1","64442","770","229655","0.0","69205"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-01.dzn","SATISFIED","7.603337578475475","10","0","sat_appear-cp2025","4085","satisfy","-451250109","0","0.109","10","2.5954","","","31565","2115","4066","780","34256","62570","0","10.68","0.0","","25105","36606","2.838","1515","1","60518","769","217466","0.0","64605"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-05.dzn","SATISFIED","1.142456941306591","0","0","sat_appear-cp2025","1084","satisfy","741378664","0","0.015","0","0.554964","","","1372","392","1075","111","2485","3355","0","1.41","0.0","","2219","2314","0.144","422","1","13253","110","9815","0.0","14339"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","SATISFIED","4.655635509639978","5","0","sat_appear-cp2025","3052","satisfy","-1392552435","0","0.07","5","1.80104","","","18757","1551","3038","578","20840","37202","0","16.02","0.0","","16215","22506","1.5","1111","1","33624","572","121193","0.0","36678"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","UNKNOWN","301.4018778577447","9998442","0","sat_appear-cp2025","","satisfy","","","298.93","","1.05225","","","9542","882","1868","20050127","10168","8043","","","","","8768","11397","0.4","","0","","","","181.0","1924"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","SATISFIED","3.438353005796671","","0","sat_appear-cp2025","","satisfy","","","2.8683","","2.21462","","","2397","","8547","1","14985","","","","","1645","","2108","","6482","1","","","","",""
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","SATISFIED","0.7859185263514519","21","0","sat_appear-cp2025","310","satisfy","-908927903","0","0.013","21","0.257569","","","568","121","308","81","874","1206","0","0.19","0.0","","855","969","0.089","68","1","7720","59","19069","0.0","8032"
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","SATISFIED","2.3277243301272392","","0","sat_appear-cp2025","","satisfy","","","1.8425","","1.5043","","","2003","","5512","0","10239","","","","","1080","","1321","","3536","1","","","","",""
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","SATISFIED","7.121661204844713","","0","sat_appear-cp2025","","satisfy","","","6.3704","","4.7187","","","5081","","16930","1","30870","","","","","2520","","2995","","11354","1","","","","",""
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-06.dzn","ERROR","0.21099979802966118","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-06.dzn","SATISFIED","1.8060813806951046","","0","sat_appear-cp2025","","satisfy","","","1.3507","","1.13045","","","1569","","3344","0","6155","","","","","360","","607","","1984","1","","","","",""
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","SATISFIED","0.8802772052586079","2","0","sat_appear-cp2025","","satisfy","","","0.06","","0.315142","","","1634","242","481","19","1847","1722","","","","","1891","2192","0.05","","1","","","","26.0","548"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","ERROR","0.2593627795577049","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","ERROR","0.2325371466577053","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priorityrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","SATISFIED","1.539189025759697","0","0","sat_appear-cp2025","421","satisfy","147383254","0","0.02","0","0.295043","","","1260","242","417","106","1473","2329","0","2.11","0.0","","1772","1898","0.688","136","1","585963","105","5551","0.0","586386"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","SATISFIED","0.9008271805942059","","0","sat_appear-cp2025","","satisfy","","","0.5008","","0.477925","","","601","","1320","0","2289","","","","","305","","477","","933","1","","","","",""
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","SATISFIED","3.0598804280161858","27","0","sat_appear-cp2025","2345","satisfy","1850193478","0","0.045","27","1.19609","","","9237","1092","2333","394","11113","18737","0","1.41","0.0","","9228","11798","0.93","861","1","27897","366","127680","0.0","30244"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","SATISFIED","1.228612095117569","0","0","sat_appear-cp2025","477","satisfy","-1961304026","0","0.014","0","0.232405","","","484","121","256","58","685","951","0","2.11","0.0","","813","843","0.539","68","1","330913","57","2427","0.0","331392"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","SATISFIED","1.5048993043601513","0","0","sat_appear-cp2025","1328","satisfy","-934383495","0","0.02","0","0.644429","","","3414","624","1318","212","4455","6951","0","1.41","0.0","","4341","4862","0.29","492","1","21078","211","18776","0.0","22408"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","SATISFIED","3.9382055550813675","1","0","sat_appear-cp2025","2537","satisfy","1455316142","0","0.052","1","1.46117","","","15213","1269","2524","474","16992","30238","0","3.16","0.0","","13200","18316","1.304","909","1","31680","472","88603","0.0","34219"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","ERROR","0.23350603878498077","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","UNKNOWN","300.933505423367","336894","0","sat_appear-cp2025","","satisfy","","","299.21","","0.770058","","","5724","655","1525","680570","6323","5521","","","","","5847","7081","0.22","","0","","","","106.0","1529"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","SATISFIED","2.429720003157854","0","0","sat_appear-cp2025","2570","satisfy","1325312287","0","0.031","0","1.05603","","","5511","980","2559","271","8053","12301","0","4.75","0.0","","6588","7718","0.614","1055","1","23053","270","34858","0.0","25625"
"chuffed_fixed_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","SATISFIED","23.10647762194276","18","0","sat_appear-cp2025","9291","satisfy","-1004443793","0","0.449","18","8.39969","","","112696","4680","9256","1544","119287","225172","0","4.75","0.0","","76103","122962","8.613","3690","1","160508","1525","807413","0.0","169801"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","SATISFIED","25.250000972300768","20","0","sat_appear-cp2025","14073","satisfy","-737050389","0","0.698","20","9.38998","","","116674","5880","14034","1547","129491","238502","0","24.03","0.0","","81332","128456","9.246","6330","1","196253","1526","836054","0.0","210328"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-01.dzn","SATISFIED","22.51740375161171","287","0","sat_appear-cp2025","6664","satisfy","-1396735655","4287","5.917","287","5.96837","","","79325","3525","6636","5865","83536","157470","1","16.02","0.0","","55200","87596","6.129","2525","1","121606","1270","27931207","0.0","128272"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-05.dzn","SATISFIED","1.2933910004794598","","0","sat_appear-cp2025","","satisfy","","","0.8564","","0.716846","","","1020","","2575","0","4590","","","","","610","","867","","1801","1","","","","",""
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-03.dzn","SATISFIED","5.665994990617037","4","0","sat_appear-cp2025","5328","satisfy","-1787098900","0","0.09","4","2.35885","","","19149","2156","5313","577","24157","40507","0","3.16","0.0","","18006","23654","1.761","2321","1","48792","572","126339","0.0","54122"
