"configuration","problem","model","data_file","status","time","evaluatedReifiedConstraints","paths","method","flatIntConstraints","solveTime","failures","randomSeed","nSolutions","flatBoolConstraints","restarts","propagators","propagations","initTime","evaluatedHalfReifiedConstraints","peakMem","trailMem","baseMem","eliminatedLinearConstraints","boolVariables","objective","backjumps","openNodes","error","solver_objective","intVars","nodes","variables","peakDepth","flatTime","optTime","flatBoolVars","run","objectiveBound","eliminatedImplications","nogoods","flatIntVars"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5564505199436098","414","0","minimize","486","0.004","0","-920896261","1","778","1","704","1382","0.06","68","0.0","0.08","0.0","","59327","136","0","","","136","192","50","59521","50","0.223384","0.003","719","endtimes_reverse-cp2025","","121","0","190"
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","UNSATISFIABLE","4.823270424967632","15110","0","minimize","16178","1.17","14","","0","12323","","11982","","1.11","","319.0","","","","","","","","","","","110","2557","","1.56951","","17346","endtimes_reverse-cp2025","51289","1048","","2501"
"chuffed_free_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","UNKNOWN","301.59237311803736","6157","0","minimize","7755","298.93","11076","1095984309","0","6371","39","12646","1162462948","0.648","627","0.0","10.68","0.0","","719947","","26304","","","-1","1813","38189","721762","887","1.06316","0.0","8128","endtimes_reverse-cp2025","","780","11076","1804"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","OPTIMAL_SOLUTION","5.07738875807263","2525","0","minimize","15778","4.4957","","","12","","","","","","7366","","","","1525","","29560","","11","","29560","","48","","","2.53936","","2167","endtimes_reverse-cp2025","29560","","","9245"
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.7575334990397096","636","0","minimize","1068","0.033","143","-1918707221","1","953","1","1462","136243","0.079","118","0.0","0.94","0.0","","17989","7137","77","","","7137","415","241","18406","57","0.34047","0.019","1101","endtimes_reverse-cp2025","","146","143","411"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.0564374290406704","1378","0","minimize","1737","0.218","1671","801152673","1","1831","1","2683","2123067","0.136","139","0.0","1.41","0.0","","13390","3969","1973","","","3969","492","3752","13884","108","0.352351","0.012","2071","endtimes_reverse-cp2025","","242","1671","488"
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","UNSATISFIABLE","81.10642415005714","549","0","minimize","825","80.441","208530","-1135341427","0","869","0","1140","660354645","0.061","85","0.0","0.63","0.0","","51259","","438219","","","-1","311","646015","51572","9","0.282829","0.0","942","endtimes_reverse-cp2025","","131","208530","305"
"chuffed_fixed_fixedorderrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.8537025959230959","657","0","minimize","1355","0.037","143","40482625","1","1095","2","1757","152002","0.081","217","0.0","0.94","0.0","","19893","7137","77","","","7137","621","242","20516","57","0.42457","0.021","1222","endtimes_reverse-cp2025","","196","143","617"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","ERROR","2.5140934311784804","784","0","minimize","2246","","","","0","2572","","","","","864","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.575103","","2234","endtimes_reverse-cp2025","","1048","","1114"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","UNSATISFIABLE","2.668985536089167","784","0","minimize","2252","0.043191","0","","0","2572","","","0","","864","","","","","0","","","","","0","","","","","0.52844","","2250","endtimes_reverse-cp2025","0","1048","","1117"
"chuffed_free_priority_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","OPTIMAL_SOLUTION","1.7293245878536254","2024","0","minimize","2921","0.361","172","2049150509","4","2255","5","4392","935186","0.284","217","0.0","1.41","0.0","","79962","20109","140","","","20109","826","790","80790","121","0.609448","0.07","2971","endtimes_reverse-cp2025","","282","172","821"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","UNKNOWN","300.8671263810247","4793","0","minimize","5319","299.3","5191","","0","4645","","4417","","0.25","","97.0","","","","","","","","","","","10590","1194","","0.694623","","5923","endtimes_reverse-cp2025","20569","504","","1101"
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","OPTIMAL_SOLUTION","0.9379587988369167","197","0","minimize","691","0.137493","0","","1","657","","","5527","","227","","","","","20","4060","","","","4060","","","","","0.282711","","618","endtimes_reverse-cp2025","4060","267","","339"
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","OPTIMAL_SOLUTION","1.2970469340216368","197","0","minimize","862","0.333531","35","","2","657","","","23016","","227","","","","","54","7509","","","","7509","","","","","0.312904","","688","endtimes_reverse-cp2025","7509","267","","426"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","OPTIMAL_SOLUTION","1.397819111123681","2862","0","minimize","3459","0.089","225","1742902010","1","3144","2","5639","458934","0.327","210","0.0","0.42","0.0","","36127","15338","147","","","15338","764","544","36893","158","0.521482","0.022","3925","endtimes_reverse-cp2025","","363","225","760"
"chuffed_fixed_priorityrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","OPTIMAL_SOLUTION","2.990153725957498","6283","0","minimize","7606","0.662","747","-1289952574","2","6249","5","12640","3126231","0.642","520","0.0","2.11","0.0","","120167","22309","272","","","22309","1590","1598","121759","270","0.96311","0.1","8187","endtimes_reverse-cp2025","","705","747","1580"
"cpsat_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","OPTIMAL_SOLUTION","2.188831271138042","591","0","minimize","1804","0.487732","140","","4","1971","","","80757","","681","","","","","327","10417","","","","10417","","","","","0.488154","","1750","endtimes_reverse-cp2025","10417","801","","919"
"chuffed_fixed_standardrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.43893870478495955","","0","minimize","47","0.002","0","-254009878","1","","1","49","60","0.011","","0.0","0.04","0.0","","10708","350","0","","","350","26","1","10736","1","0.182302","0.002","30","endtimes_reverse-cp2025","","","0","24"
"cpsat_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","UNSATISFIABLE","1.319551623892039","82","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.01166","","","endtimes_reverse-cp2025","","","",""
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.49820631416514516","","0","minimize","83","0.027563","0","","1","","","","0","","","","","","","0","580","","","","580","","","","","0.169111","","26","endtimes_reverse-cp2025","580","","","34"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","UNKNOWN","301.3614412348252","4492","0","minimize","5915","299.111","154203","824599047","0","4880","0","9377","195323897","0.563","504","0.0","16.02","0.0","","416561","","51","","","-1","1523","154259","418086","7","0.880247","0.0","6140","endtimes_reverse-cp2025","","624","154203","1515"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","305.33745459094644","5670","0","minimize","12396","256.982","0","","71","18150","","","0","","5670","","","","","0","368676","","","","368676","","","","","2.20368","","15148","endtimes_reverse-cp2025","338987","7260","","6141"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","OPTIMAL_SOLUTION","196.44380019698292","1066","0","minimize","1213","195.315","84228","-2023343148","1","1675","14","1887","78283593","0.422","136","0.0","2.11","0.0","","463155","1006","143","","","1006","383","84524","463540","101","0.283093","0.074","1676","endtimes_reverse-cp2025","","242","84228","382"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","UNKNOWN","304.29312875284813","87390","0","minimize","90007","","","","0","57970","","","","","1716","","","","","","","","","","","","","","","6.16031","","95325","endtimes_reverse-cp2025","","3025","","5168"
"chuffed_fixed_priorityrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","OPTIMAL_SOLUTION","3.263596178032458","11606","0","minimize","13000","0.324","96","2094927097","3","10667","3","22857","1340393","0.774","723","0.0","7.12","0.0","","78660","20225","11","","","20225","2088","1345","80750","413","1.32052","0.212","14295","endtimes_reverse-cp2025","","1088","96","2074"
"chuffed_fixed_priorityrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","UNSATISFIABLE","10.173087188974023","559","0","minimize","847","8.983","96767","446609347","0","874","14","1177","31116291","0.451","82","0.0","0.94","0.0","","492191","","561","","","-1","313","97356","492506","7","0.297691","0.0","949","endtimes_reverse-cp2025","","131","96767","309"
"cpsat_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","UNSATISFIABLE","0.7175564637873322","195","0","minimize","646","0.023081","0","","0","629","","","0","","205","","","","","0","","","","","0","","","","","0.26409","","582","endtimes_reverse-cp2025","0","257","","302"
"chuffed_fixed_standardrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","UNKNOWN","301.00353070604615","2132","0","minimize","3183","299.36","81079","-499754927","0","2383","13","4754","274331215","0.292","261","0.0","16.02","0.0","","604745","","65869","","","-1","938","147015","605685","21","0.634676","0.0","3135","endtimes_reverse-cp2025","","312","81079","933"
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","UNSATISFIABLE","0.8853897640947253","1502","0","minimize","1797","0.09","14","","0","1919","","1882","","0.07","","22.0","","","","","","","","","","","37","662","","0.40101","","2076","endtimes_reverse-cp2025","3593","257","","616"
"chuffed_fixed_priority_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","0.9087007588241249","1208","0","minimize","1700","0.013","1","1548418940","1","1847","1","2471","7389","0.146","202","0.0","2.11","0.0","","79113","4062","0","","","4062","618","109","79733","108","0.410709","0.012","1938","endtimes_reverse-cp2025","","282","1","613"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","UNKNOWN","304.30911537003703","87390","0","minimize","90007","","","","0","57970","","","","","1716","","","","","","","","","","","","","","","6.15496","","95325","endtimes_reverse-cp2025","","3025","","5168"
"cpsat_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","UNSATISFIABLE","1.1115261560771614","212","0","minimize","1081","0.033294","0","","0","807","","","0","","342","","","","","0","","","","","0","","","","","0.475135","","827","endtimes_reverse-cp2025","0","327","","578"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","UNSATISFIABLE","1.133325339993462","61","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.821578","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNKNOWN","300.85909796110354","4150","0","minimize","4988","299.331","1307614","1146349614","0","4507","20","8220","844623290","0.263","366","0.0","4.75","0.0","","235026","","1649","","","-1","1115","1309347","236143","6","0.661199","0.0","5558","endtimes_reverse-cp2025","","544","1307614","1105"
"gurobi_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.96369260083884","661","0","minimize","2587","0.652","","","2","","","","","","1136","","","","312","","7137","","","","7137","","1","","","0.577249","","501","endtimes_reverse-cp2025","7137","","","1513"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","OPTIMAL_SOLUTION","0.5212003509514034","34","0","minimize","167","0.005","2","519945806","1","17","1","175","945","0.024","3","0.0","0.12","0.0","","19311","2598","3","","","2598","70","9","19383","5","0.215478","0.005","91","endtimes_reverse-cp2025","","","2","65"
"cpsat_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","OPTIMAL_SOLUTION","0.9730885410681367","378","0","minimize","896","0.156459","1","","1","1210","","","8411","","378","","","","","145","1475","","","","1475","","","","","0.287098","","1022","endtimes_reverse-cp2025","1475","484","","425"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","OPTIMAL_SOLUTION","1.8581795790232718","1478","0","minimize","6170","1.4876","","","3","","","","","","3008","","","","610","","20109","","","","20109","","1","","","1.17065","","1063","endtimes_reverse-cp2025","20109","","","3752"
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","UNSATISFIABLE","11.560403326060623","1418","0","minimize","1819","9.718","103282","-179161142","0","1925","0","2797","41181678","0.881","183","0.0","2.11","0.0","","896143","","579","","","-1","585","103800","896730","6","0.368752","0.0","2115","endtimes_reverse-cp2025","","272","103282","544"
"chuffed_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","OPTIMAL_SOLUTION","1.657383234007284","3848","0","minimize","4711","0.246","206","767176781","5","4356","5","7661","998988","0.324","363","0.0","0.94","0.0","","54842","10933","242","","","10933","1126","1470","55970","211","0.613012","0.206","5261","endtimes_reverse-cp2025","","544","206","1120"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.46469503710977733","6","0","minimize","80","0.004","0","-1553563720","1","3","1","77","230","0.025","","0.0","0.05","0.0","","27322","580","0","","","580","38","3","27362","3","0.181491","0.004","36","endtimes_reverse-cp2025","","","0","36"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","UNSATISFIABLE","0.7242076280526817","195","0","minimize","646","0.022319","0","","0","629","","","0","","205","","","","","0","","","","","0","","","","","0.265785","","582","endtimes_reverse-cp2025","0","257","","302"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","UNKNOWN","300.91363191907294","2904","0","minimize","3736","299.383","595910","1999178373","0","3276","18","5890","1107536158","0.329","283","0.0","7.12","0.0","","232995","","4188","","","-1","936","598294","233933","4","0.608457","0.0","4056","endtimes_reverse-cp2025","","408","595910","930"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","307.86544199706987","124100","0","minimize","127190","","","","0","79180","","","","","2055","","","","","","","","","","","","","","","7.47045","","133593","endtimes_reverse-cp2025","","3630","","6175"
"chuffed_fixed_priority_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","UNSATISFIABLE","297.25947000202723","3648","0","minimize","4449","295.763","1217615","-826151154","0","4256","0","7186","818991968","0.299","367","0.0","4.75","0.0","","184439","","93518","","","-1","1097","1308408","185538","14","0.641307","0.0","5045","endtimes_reverse-cp2025","","544","1217615","1088"
"chuffed_fixed_priorityrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5497289698105305","8","0","minimize","120","0.006","0","-439231421","1","4","1","114","354","0.059","","0.0","0.05","0.0","","66925","1330","0","","","1330","57","4","66984","4","0.208845","0.006","52","endtimes_reverse-cp2025","","","0","55"
"chuffed_fixed_priorityrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","UNKNOWN","300.80625952989794","2078","0","minimize","3129","299.352","427555","20003544","0","2356","17","4646","863754349","0.268","261","0.0","4.75","0.0","","191406","","794","","","-1","939","428550","192347","16","0.642077","0.0","3081","endtimes_reverse-cp2025","","312","427555","933"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNSATISFIABLE","2.306613007094711","125","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.90265","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","UNKNOWN","301.89640096900985","10260","0","minimize","12750","","","","0","10153","","","","","1674","","","","","","","","","","","","","","","1.42881","","13661","endtimes_reverse-cp2025","","1092","","2291"
"cpsat_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","UNSATISFIABLE","1.0123428099323064","401","0","minimize","1231","0.035336","0","","0","1352","","","0","","481","","","","","0","","","","","0","","","","","0.349985","","1159","endtimes_reverse-cp2025","0","554","","620"
"chuffed_fixed_priorityrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","OPTIMAL_SOLUTION","0.6972864537965506","22","0","minimize","216","0.008","0","1133847540","1","11","1","212","654","0.164","","0.0","0.19","0.0","","157818","2740","0","","","2740","125","5","157945","5","0.217593","0.007","100","endtimes_reverse-cp2025","","","0","94"
