"configuration","problem","model","data_file","status","time","paths","randomSeed","nSolutions","flatIntConstraints","propagations","failures","baseMem","evaluatedReifiedConstraints","solveTime","openNodes","eliminatedImplications","intVars","initTime","optTime","eliminatedLinearConstraints","trailMem","variables","restarts","peakMem","flatBoolVars","solver_objective","run","flatTime","boolVariables","objectiveBound","peakDepth","propagators","nodes","flatBoolConstraints","flatIntVars","backjumps","evaluatedHalfReifiedConstraints","objective","nogoods","method"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","UNKNOWN","302.1400198020274","0","","0","16799","","7863021","","16128","298.46","","1134","","1.18","","","","2348","","326.0","18457","","endtimes_appear-cp2025","1.53352","","45349","","12060","15748912","13200","2341","","","","","minimize"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","OPTIMAL_SOLUTION","0.4922129580518231","0","1248023954","1","95","388","0","0.0","12","0.002","","","45","0.037","0.002","","0.19","41808","1","0.0","52","949","endtimes_appear-cp2025","0.193472","41761","","4","100","4","6","42","0","","949","0","minimize"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-03.dzn","UNKNOWN","303.9615205540322","0","","0","81012","","","","78834","","","3025","","","","","","","","","86601","","endtimes_appear-cp2025","5.22424","","","","","","53692","4964","","1706","","","minimize"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","OPTIMAL_SOLUTION","30.654724265099503","0","","3","49470","","","","5014","29.6971","","","","","","3660","","","","","4677","53701","endtimes_appear-cp2025","7.47652","","53701","","","1292","","29600","","24980","53701","","minimize"
"chuffed_fixed_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","OPTIMAL_SOLUTION","3.5310814949916676","0","-1068521675","1","12682","126333","9","0.0","10692","0.064","","1248","2601","1.175","0.034","","10.68","33282","1","0.0","13549","29533","endtimes_appear-cp2025","1.30519","30679","","414","21508","443","10614","2591","20","987","29533","9","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-02.dzn","OPTIMAL_SOLUTION","0.4901913630310446","0","-1428172754","1","178","10407","36","0.0","36","0.007","","","76","0.027","0.007","","0.12","26105","1","0.0","105","2598","endtimes_appear-cp2025","0.206183","26027","","4","193","112","18","71","108","3","2598","36","minimize"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-01.dzn","OPTIMAL_SOLUTION","9.459107746952213","0","","1","35863","","","","4248","8.708","","","","","","3050","","","","","3931","46220","endtimes_appear-cp2025","5.44133","","46220","","","1","","21120","","17270","46220","","minimize"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-05.dzn","OPTIMAL_SOLUTION","1.1006828770041466","0","-856530282","1","2326","20124","5","0.0","1526","0.017","","312","814","0.184","0.013","","0.94","18644","1","0.0","2393","14079","endtimes_appear-cp2025","0.515383","17828","","114","3362","124","2080","803","5","249","14079","5","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","OPTIMAL_SOLUTION","12.187638896983117","0","","5","15006","","2717","","14649","9.17","","1089","","0.74","","","","1961","","243.0","16918","39122","endtimes_appear-cp2025","1.27358","","39122","","10526","5998","12153","1875","","","39122","","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","SATISFIED","307.5283482390223","0","","9","113272","","","","110726","","","3630","","","","","","","","","120015","","endtimes_appear-cp2025","7.16295","","","","","","72493","5923","","2043","186427","","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","OPTIMAL_SOLUTION","0.8061002870090306","0","-31545668","2","1248","26721","22","0.0","591","0.019","","196","603","0.077","0.016","","0.12","12863","2","0.0","1127","4345","endtimes_appear-cp2025","0.395328","12258","","57","1585","149","1062","594","15","214","4345","22","minimize"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-03.dzn","UNKNOWN","310.592739811982","0","","0","198126","","","","192684","","","5440","","","","","","","","","205532","","endtimes_appear-cp2025","12.1389","","","","","","120662","9621","","3612","","","minimize"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-05.dzn","OPTIMAL_SOLUTION","1.044246022007428","0","-889877750","1","2136","18538","5","0.0","1470","0.015","","282","709","0.172","0.012","","0.94","13867","1","0.0","2295","14079","endtimes_appear-cp2025","0.484114","13156","","114","3130","124","1978","701","5","205","14079","5","minimize"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-05.dzn","OPTIMAL_SOLUTION","1.8218789550010115","0","1674921524","1","6873","78667","7","0.0","5878","0.043","","680","1369","0.469","0.019","","3.16","33932","1","0.0","7628","19259","endtimes_appear-cp2025","0.760117","32561","","262","11583","283","5979","1360","14","459","19259","7","minimize"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-01.dzn","OPTIMAL_SOLUTION","9.41446411400102","0","","1","5459","379084","119","","2167","1.86864","","2937","","","","","","","","","5916","50364","endtimes_appear-cp2025","1.033979","976","50364","","","","7227","2825","","2497","50364","","minimize"
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-03.dzn","SATISFIED","309.7696900819428","0","","74","151236","","25658","","150750","274.11","","4235","","8.05","","","","6825","","3020.0","159181","239127","endtimes_appear-cp2025","9.19534","","235096","","86505","59146","94164","6842","","","239127","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","SATISFIED","302.364279029076","0","","2","15794","","","","13521","","","1404","","","","","","","","","16758","","endtimes_appear-cp2025","1.62001","","","","","","12687","2932","","1113","56010","","minimize"
"chuffed_fixed_priorityrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","OPTIMAL_SOLUTION","1.131078639999032","0","-1545383067","1","3068","200151","107","0.0","2428","0.037","","408","844","0.202","0.019","","0.94","19675","2","0.0","3498","9815","endtimes_appear-cp2025","0.506367","18829","","161","4789","307","3038","838","31","279","9815","107","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-03.dzn","UNKNOWN","301.321758531034","0","","0","10249","","5867726","","9747","298.98","","882","","0.52","","","","1804","","172.0","11544","","endtimes_appear-cp2025","1.01601","","28946","","7945","11758843","8869","1812","","","","","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-05.dzn","OPTIMAL_SOLUTION","1.3760043950751424","0","1813552668","3","4411","120887","42","0.0","3602","0.065","","564","1142","0.246","0.048","","1.41","16906","3","0.0","4995","6248","endtimes_appear-cp2025","0.631388","15762","","205","7127","652","4287","1134","0","407","6248","42","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-03.dzn","OPTIMAL_SOLUTION","1.9750890689902008","0","1838178103","1","6142","428665","89","0.0","5444","0.064","","605","1131","0.599","0.032","","0.94","13667","1","0.0","7111","25369","endtimes_appear-cp2025","0.69728","12534","","265","10494","687","5577","1124","334","346","25369","89","minimize"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-05.dzn","OPTIMAL_SOLUTION","1.8306233929470181","0","-422508926","1","5195","184029","36","0.0","3954","0.033","","624","1432","0.463","0.033","","1.41","16163","1","0.0","5519","21320","endtimes_appear-cp2025","0.771379","14729","","219","8158","651","4611","1425","432","501","21320","36","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-05.dzn","OPTIMAL_SOLUTION","1.270448300987482","0","727368428","1","3014","17897","5","0.0","1730","0.013","","392","1174","0.219","0.013","","0.42","10670","1","0.0","2803","12868","endtimes_appear-cp2025","0.635048","9494","","110","4185","115","2398","1173","0","437","12868","5","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","UNKNOWN","302.14759199297987","0","","0","12774","","3775858","","12125","298.71","","1008","","1.0","","","","2136","","333.0","14217","","endtimes_appear-cp2025","1.28934","","36600","","9697","7567188","10629","2105","","","","","minimize"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-06.dzn","OPTIMAL_SOLUTION","1.225103328935802","0","","1","753","27679","90","","189","0.128993","","242","","","","","","","","","630","18521","endtimes_appear-cp2025","0.278339","102","18521","","","","605","354","","189","18521","","minimize"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-02.dzn","OPTIMAL_SOLUTION","7.387444049934857","0","992483403","1","34270","190011","3","0.0","31599","0.087","","2115","4078","2.641","0.085","","16.02","56220","1","0.0","36649","67205","endtimes_appear-cp2025","2.66514","52140","","774","62430","777","25122","4061","0","1524","67205","3","minimize"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-06.dzn","OPTIMAL_SOLUTION","4.614423481980339","0","","8","2670","288458","270","","1134","1.02149","","1452","","","","","","","","","3100","28674","endtimes_appear-cp2025","0.575476","302","28674","","","","3630","1309","","1134","28674","","minimize"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-06.dzn","SATISFIED","301.1044314010069","0","-879910749","2","6647","1476377349","520386","0.0","5489","299.166","","705","1501","0.497","284.676","","2.11","47459","2","0.0","7306","20927","endtimes_appear-cp2025","0.825099","45956","","267","10980","520934","5852","1493","2","511","20927","520386","minimize"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","OPTIMAL_SOLUTION","3.1946861260803416","0","","1","2230","33476","4","","945","0.482776","","1210","","","","","","","","","2578","18568","endtimes_appear-cp2025","0.505112","365","18568","","","","3025","1090","","945","18568","","minimize"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","OPTIMAL_SOLUTION","63.50090144702699","0","","3","11788","","19273","","11311","60.63","","1008","","0.65","","","","1895","","278.0","13333","29533","endtimes_appear-cp2025","1.10744","","29531","","8876","38096","10158","1925","","","29533","","minimize"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-05.dzn","OPTIMAL_SOLUTION","0.7148946319939569","0","1392386573","2","917","171678","155","0.0","559","0.046","","141","371","0.072","0.016","","0.19","15297","3","0.0","985","4345","endtimes_appear-cp2025","0.301188","14924","","57","1237","284","901","365","15","104","4345","155","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-02.dzn","OPTIMAL_SOLUTION","1.2696121250046417","0","1885080509","1","3504","20346","3","0.0","2641","0.015","","468","1042","0.25","0.015","","0.42","14518","1","0.0","3780","9209","endtimes_appear-cp2025","0.580609","13474","","156","5422","159","3296","1036","0","375","9209","3","minimize"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","OPTIMAL_SOLUTION","15.26809107302688","0","1677700942","4","86903","13815351","246","0.0","83368","3.328","","3400","6106","3.423","1.591","","3.16","241560","4","0.0","91458","124348","endtimes_appear-cp2025","5.6341","235452","","1269","164683","6871","56884","6080","1554","2259","124348","246","minimize"
"chuffed_fixed_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-03.dzn","OPTIMAL_SOLUTION","1.3499002570752054","0","-1634307088","1","4494","18733","0","0.0","3519","0.017","","614","1282","0.251","0.017","","2.11","16347","1","0.0","4941","6763","endtimes_appear-cp2025","0.64816","15063","","210","7107","210","4370","1274","0","481","6763","0","minimize"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-01.dzn","OPTIMAL_SOLUTION","3.5719655079301447","0","-769811382","3","12749","405935","24","0.0","9389","0.228","","1372","3490","0.936","0.195","","2.11","108479","3","0.0","12365","29910","endtimes_appear-cp2025","1.48964","104987","","370","20331","1150","10060","3476","22","1480","29910","24","minimize"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","OPTIMAL_SOLUTION","1.3650338890729472","0","-1158224891","1","4181","141490","24","0.0","3444","0.024","","544","1066","0.29","0.023","","0.94","18057","1","0.0","4809","10542","endtimes_appear-cp2025","0.580489","16989","","210","6737","378","4154","1060","168","363","10542","24","minimize"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","OPTIMAL_SOLUTION","0.5854744641110301","0","-705981917","1","680","2241","0","0.0","500","0.006","","121","249","0.043","0.006","","0.63","4757","1","0.0","850","1779","endtimes_appear-cp2025","0.255324","4506","","55","964","55","821","246","0","71","1779","0","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-01.dzn","OPTIMAL_SOLUTION","0.8126947960117832","0","610746112","1","1331","5344","1","0.0","645","0.01","","196","617","0.072","0.009","","3.16","13796","1","0.0","1216","8137","endtimes_appear-cp2025","0.434446","13177","","61","1713","62","1089","609","0","223","8137","1","minimize"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","SATISFIED","302.314851530944","0","","3","19960","","","","15783","","","1764","","","","","","","","","19528","","endtimes_appear-cp2025","2.10219","","","","","","14790","4392","","1905","45859","","minimize"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-06.dzn","OPTIMAL_SOLUTION","0.92463928705547","0","1900127711","1","594","2006","0","0.0","454","0.012","","121","229","0.293","0.011","","0.08","317758","1","0.0","787","886","endtimes_appear-cp2025","0.247001","317527","","55","842","55","798","226","0","68","886","0","minimize"
"chuffed_free_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-03.dzn","OPTIMAL_SOLUTION","1.1457930420292541","0","-1466915472","1","2932","14784","2","0.0","2446","0.007","","363","714","0.23","0.007","","1.41","9623","1","0.0","3474","12946","endtimes_appear-cp2025","0.495601","8907","","163","4731","165","2936","708","0","207","12946","2","minimize"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-02.dzn","SATISFIED","304.60461174102966","0","","4","58212","","","","55314","","","2720","","","","","","","","","61816","","endtimes_appear-cp2025","4.12903","","","","","","39817","4899","","1806","103570","","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","OPTIMAL_SOLUTION","65.63862244307529","0","-1107863552","3","15211","189229533","17512","0.0","13710","61.582","","1224","2314","1.373","5.59","","7.12","252620","3","0.0","16725","51517","endtimes_appear-cp2025","1.45113","250304","","467","26911","42031","12327","2303","23146","816","51517","17512","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","OPTIMAL_SOLUTION","28.037628357997164","0","","4","17396","1685635","117","","5300","13.2747","","8175","","","","","","","","","15167","124348","endtimes_appear-cp2025","2.98791","4073","124348","","","","20175","9757","","8550","124348","","minimize"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","UNKNOWN","304.61750556807965","0","","0","56670","","","","53246","","","2820","","","","","","","","","59914","","endtimes_appear-cp2025","4.16373","","","","","","39053","5344","","2032","","","minimize"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","OPTIMAL_SOLUTION","1.568577193072997","0","","3","1218","30354","4","","392","0.238884","","524","","","","","","","","","1152","10738","endtimes_appear-cp2025","0.324502","183","10738","","","","1286","594","","432","10738","","minimize"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-03.dzn","OPTIMAL_SOLUTION","7.561602760921232","0","-995192171","1","37079","729822","14","0.0","33569","0.264","","2340","4763","2.529","0.179","","24.03","104459","1","0.0","38813","73379","endtimes_appear-cp2025","2.82963","99694","","768","67165","897","26662","4740","115","1848","73379","14","minimize"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","OPTIMAL_SOLUTION","10.709589991020039","0","","5","4968","1060201","1019","","2268","2.32007","","2904","","","","","","","","","6064","54880","endtimes_appear-cp2025","0.890096","948","54880","","","","7260","2455","","2268","54880","","minimize"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","UNKNOWN","301.5308667049976","0","","0","12175","","17659434","","10857","298.61","","917","","0.68","","","","2667","","194.0","12808","","endtimes_appear-cp2025","1.39053","","30840","","10278","35427766","10054","2914","","","","","minimize"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","OPTIMAL_SOLUTION","6.995406648027711","0","-501019216","3","25144","1410687","87","0.0","22256","0.505","","1872","3852","2.481","0.352","","2.11","119019","3","0.0","26498","52112","endtimes_appear-cp2025","2.22095","115165","","601","44556","2480","19030","3835","592","1482","52112","87","minimize"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","OPTIMAL_SOLUTION","2.92961632902734","0","1904551827","1","11107","189069","39","0.0","9237","0.062","","1092","2346","0.824","0.037","","1.41","31197","1","0.0","11801","30880","endtimes_appear-cp2025","1.24139","28849","","366","18701","425","9228","2332","20","864","30880","39","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-01.dzn","OPTIMAL_SOLUTION","2.269857518025674","0","364448800","1","6086","2648062","810","0.0","5170","0.336","","680","1330","0.567","0.094","","1.41","28444","4","0.0","6884","20967","endtimes_appear-cp2025","0.744845","27112","","266","10151","1689","5625","1320","574","453","20967","810","minimize"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-04.dzn","SATISFIED","302.1510795800714","0","","3","12947","","","","10924","","","1248","","","","","","","","","13804","","endtimes_appear-cp2025","1.42006","","","","","","10730","2609","","990","37792","","minimize"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","OPTIMAL_SOLUTION","2.040510962018743","0","1453548954","1","6571","99888","18","0.0","5580","0.045","","680","1366","0.575","0.019","","0.94","22525","1","0.0","7324","18101","endtimes_appear-cp2025","0.790902","21157","","267","11035","338","5830","1358","54","453","18101","18","minimize"
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-02.dzn","OPTIMAL_SOLUTION","1.0333749210694805","0","","2","778","13821","3","","197","0.125925","","267","","","","","","","","","658","8084","endtimes_appear-cp2025","0.298555","95","8084","","","","657","384","","227","8084","","minimize"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-01.dzn","SATISFIED","300.9132407879224","0","","1","4081","206186","465","","1576","1.15492","","2136","","","","","","","","","4356","37923","endtimes_appear-cp2025","0.850835","789","37001","","","","5256","2108","","1816","37923","","minimize"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","OPTIMAL_SOLUTION","1.5006519010057673","0","754927004","2","4324","252481","44","0.0","3554","0.055","","544","1081","0.348","0.054","","2.11","15284","2","0.0","4935","13873","endtimes_appear-cp2025","0.607594","14201","","208","6986","747","4209","1076","324","363","13873","44","minimize"
